Event,AvgScore,MinScore,MaxScore,AvgDelta,MinDelta,MaxDelta,LPS,LNS
2156,132.658536585366,-108,1100,-26.775,-772,88,0.536585365853659,0.219512195121951
2157,-924.15,-6645,64,84.4430379746835,-3672,3514,0.35,0.65
2158,113.714285714286,9,470,-8,-198,73,1,0
2159,50.1428571428571,26,68,-0.75,-25,13,1,0
2160,16.6818181818182,-32,65,0.4,-21,31,0,0
2161,1.07843137254902,-41,38,0.38,-28,35,0.0196078431372549,0.215686274509804
2162,140.341772151899,19,447,-5.47435897435897,-97,47,1,0
2163,41.4339622641509,-47,238,-2.90384615384615,-285,187,0.169811320754717,0.320754716981132
2164,118.616438356164,-29,344,-4.75,-68,63,0.863013698630137,0.0273972602739726
2165,91.8805970149254,-92,555,-4.86363636363636,-360,215,0.432835820895522,0.0447761194029851
2166,-534.943181818182,-11051,27,55.551724137931,-5610,10221,0.136363636363636,0.863636363636364
2167,-42.8076923076923,-172,63,2.57142857142857,-76,109,0.0256410256410256,0.782051282051282
2168,-33.2619047619048,-313,66,3.5421686746988,-82,138,0.130952380952381,0.25
2169,-4.94285714285714,-34,44,0.764705882352941,-20,18,0.171428571428571,0.457142857142857
2170,29.625,-15,87,-0.487179487179487,-73,67,0.575,0.075
2171,-26,-364,67,5.98245614035088,-32,196,0.224137931034483,0.310344827586207
2172,-152.696428571429,-815,54,5.36936936936937,-530,326,0.0714285714285714,0.375
2173,329.865671641791,-5,1259,-13.1818181818182,-610,708,0.925373134328358,0.0149253731343284
2174,-109.296296296296,-809,108,7.80373831775701,-450,413,0.333333333333333,0.638888888888889
2175,-69.7941176470588,-1822,39,4.45185185185185,-1240,1314,0.117647058823529,0.102941176470588
2176,24.96,0,72,0.256756756756757,-40,21,0,0
2177,17.3870967741935,-22,71,-0.2,-38,56,0.387096774193548,0.0645161290322581
2178,102.333333333333,-12,717,-10.3382352941176,-483,32,0.579710144927536,0.072463768115942
2179,-31.1142857142857,-355,101,5.04347826086957,-113,182,0.2,0.4
2180,-268.846153846154,-5122,149,39.906976744186,-269,4160,0.0692307692307692,0.4
2181,-1.21428571428571,-89,108,0.192771084337349,-62,88,0.0714285714285714,0
2182,-24.8426966292135,-756,125,8.45454545454546,-86,486,0.393258426966292,0.157303370786517
2183,14.5952380952381,-22,48,-0.170731707317073,-40,35,0.595238095238095,0.0476190476190476
2184,-726.674418604651,-12219,120,10.9764705882353,-10575,10586,0.348837209302326,0.0697674418604651
2185,94.5378151260504,1,353,-1.82203389830508,-223,235,1,0
2186,69.6734693877551,-27,665,-10.0625,-359,169,0.224489795918367,0.102040816326531
2187,-9.88297872340426,-925,581,10.0967741935484,-492,502,0.372340425531915,0.191489361702128
2188,40.0704225352113,0,87,0.271428571428571,-79,79,0,0
2189,91.8421052631579,-27,811,-14.0892857142857,-695,113,0.403508771929825,0.0526315789473684
2190,-15.9107142857143,-345,190,0.581818181818182,-375,318,0.107142857142857,0.196428571428571
2191,75.5697674418605,-44,194,-0.811764705882353,-118,73,0.662790697674419,0.0116279069767442
2192,194.747126436782,0,486,-5.33720930232558,-87,73,0.574712643678161,0
2193,12.6385542168675,-20,64,0.317073170731707,-38,30,0.578313253012048,0.0240963855421687
2194,-87.4,-1276,64,26.5714285714286,-79,1121,0.08,0.72
2195,-1.41666666666667,-496,91,8.84745762711864,-60,338,0.316666666666667,0.1
2196,12.6153846153846,-18,51,0.5,-47,36,0.538461538461538,0.0256410256410256
2197,3.55151515151515,-94,215,0.115853658536585,-178,126,0.00606060606060606,0.0181818181818182
2198,653.151898734177,-5,5523,-70.525641025641,-4061,103,0.721518987341772,0.0126582278481013
2199,-18.7333333333333,-119,44,0.25,-94,100,0.0761904761904762,0.142857142857143
2200,64.1967213114754,-1,184,-2.48333333333333,-150,139,0.131147540983607,0.0163934426229508
2201,338.452830188679,-58,2016,-22.1346153846154,-754,1044,0.358490566037736,0.0566037735849057
2202,44,17,63,-1.22222222222222,-32,36,1,0
2203,47.0793650793651,-57,725,-11.2741935483871,-556,74,0.238095238095238,0.380952380952381
2204,319.92125984252,-75,5011,-39.5793650793651,-3427,90,0.614173228346457,0.047244094488189
2205,-8.08974358974359,-123,78,0.337662337662338,-201,111,0.153846153846154,0.256410256410256
2206,-256.933333333333,-4731,79,31.9261744966443,-3592,4253,0.0666666666666667,0.453333333333333
2207,37.6987951807229,-53,261,-2.95121951219512,-153,79,0.36144578313253,0.180722891566265
2208,248.070707070707,-18,3131,-10.9387755102041,-2061,1184,0.343434343434343,0.0404040404040404
2209,67.9809523809524,-73,312,0.25,-122,209,0.171428571428571,0.0285714285714286
2210,-5.82352941176471,-65,44,0.388059701492537,-47,43,0.0882352941176471,0.367647058823529
2211,-394.154545454545,-5972,22,49.1559633027523,-696,5021,0.0272727272727273,0.545454545454545
2212,-198.215384615385,-1110,75,17.75,-190,594,0.184615384615385,0.723076923076923
2213,-82.6231884057971,-291,64,3.92647058823529,-110,164,0.202898550724638,0.768115942028985
2214,-43.095652173913,-363,119,0.149122807017544,-352,363,0.243478260869565,0.147826086956522
2215,273.863157894737,-8,10826,-11.6276595744681,-10423,8491,0.357894736842105,0.0315789473684211
2216,-182.375,-974,64,14.0845070422535,-269,277,0.0833333333333333,0.888888888888889
2217,-124.428571428571,-283,64,5.61818181818182,-99,75,0.196428571428571,0.803571428571429
2218,27.3269230769231,-50,231,0.252427184466019,-150,229,0.134615384615385,0.0865384615384615
2219,98.7619047619048,-51,324,-2.94230769230769,-105,54,0.685714285714286,0.0571428571428571
2220,-20.140625,-360,109,5.03174603174603,-104,162,0.34375,0.28125
2221,-85.5108695652174,-294,93,0.14207650273224,-132,132,0.0760869565217391,0.0489130434782609
2222,53.2280701754386,-56,789,-9.625,-646,232,0.385964912280702,0.157894736842105
2223,-446.61,-6062,43,61.3838383838384,-455,3373,0.11,0.5
2224,73.1507936507936,-159,5403,-43.072,-5253,144,0.182539682539683,0.0158730158730159
2225,166.525423728814,-13,2196,-10.5344827586207,-1612,1559,0.542372881355932,0.0169491525423729
2226,148.017699115044,-76,594,-5.13392857142857,-216,106,0.654867256637168,0.0442477876106195
2227,99.8711111111111,0,761,-3.27678571428571,-690,202,0.151111111111111,0
2228,71.8333333333333,21,208,-7.91304347826087,-140,49,1,0
2229,-9.27692307692308,-103,45,0.40625,-94,48,0.292307692307692,0.0307692307692308
2230,-211.807692307692,-2355,51,46.5490196078431,-120,766,0.192307692307692,0.576923076923077
2231,156.253731343284,19,671,-6.31818181818182,-145,224,1,0
2232,94.5692307692308,-35,398,-5.703125,-236,93,0.707692307692308,0.0769230769230769
2233,220.173228346457,-31,5319,-42.0079365079365,-4148,3682,0.141732283464567,0.0708661417322835
2234,354.91452991453,-32,6061,-23.7586206896552,-5787,3628,0.367521367521368,0.0598290598290598
2235,12.825,-35,48,0.41025641025641,-48,55,0.275,0.025
2236,-20.6049382716049,-116,38,0.375,-93,102,0.197530864197531,0.0246913580246914
2237,-112.202127659574,-668,72,0.279569892473118,-502,397,0.0638297872340425,0.0212765957446809
2238,-48.5714285714286,-132,60,0.103448275862069,-128,118,0.211428571428571,0.0628571428571429
2239,427.343065693431,-61,11255,-11.0882352941176,-9064,6337,0.394160583941606,0.0072992700729927
2240,12.0492957746479,-531,170,0.134751773049645,-682,390,0.119718309859155,0.0422535211267606
2241,150.030769230769,10,584,-8.828125,-162,36,1,0
2242,377.52036199095,-36,10610,-48.0727272727273,-5268,4310,0.135746606334842,0.00904977375565611
2243,188,11,1222,-6.75609756097561,-775,728,1,0
2244,-499.0078125,-11255,158,47.1338582677165,-9216,5552,0.1484375,0.421875
2245,37.3880597014925,-12,103,-0.0454545454545455,-68,74,0.701492537313433,0.0447761194029851
2246,29.3571428571429,-86,80,-5.15384615384615,-160,114,0.571428571428571,0.0714285714285714
2247,116.537313432836,2,550,-7.93939393939394,-157,155,1,0
2248,30.4210526315789,0,55,1.22222222222222,-51,51,0,0
2249,370,26,10951,-105.048076923077,-5464,304,1,0
2250,261.123287671233,-127,11043,-153.013888888889,-5383,160,0.10958904109589,0.232876712328767
2251,101.028985507246,-53,375,-5.23529411764706,-137,117,0.434782608695652,0.0434782608695652
2252,25.1818181818182,5,43,0.09375,-23,21,1,0
2253,55.5061728395062,-19,134,0.2375,-64,75,0.0987654320987654,0.037037037037037
2254,-209.25,-5544,77,67.1084337349398,-605,3732,0.476190476190476,0.261904761904762
2255,-34.1926605504587,-270,38,0.175925925925926,-127,96,0.00917431192660551,0.119266055045872
2256,-154.696428571429,-1287,350,23.8727272727273,-282,674,0.642857142857143,0.25
2257,-11.5281690140845,-72,129,0.134751773049645,-129,130,0.112676056338028,0.0774647887323944
2258,111.550561797753,-35,558,-5.76136363636364,-264,288,0.561797752808989,0.101123595505618
2259,-179.611111111111,-834,64,16,-90,500,0.0925925925925926,0.796296296296296
2260,-22.0074626865672,-134,75,0.142857142857143,-112,85,0.186567164179104,0.0447761194029851
2261,128.592592592593,26,367,-9.07692307692308,-193,107,1,0
2262,7.44565217391304,-54,90,0.208791208791209,-73,71,0.0543478260869565,0.0434782608695652
2263,92.3333333333333,-56,549,-10.5,-405,137,0.490196078431373,0.196078431372549
2264,-39.1444444444444,-497,87,5.80898876404494,-100,323,0.211111111111111,0.2
2265,4.25233644859813,-78,294,0.179245283018868,-288,285,0.205607476635514,0.158878504672897
2266,209.877192982456,9,1122,-5.67857142857143,-515,756,1,0
2267,17.265306122449,-39,72,0.268041237113402,-38,52,0.469387755102041,0
2268,62.9272727272727,-24,209,-2.92592592592593,-52,55,0.6,0.0545454545454545
2269,-2.73333333333333,-67,44,3,-27,41,0.533333333333333,0.366666666666667
2270,-14.1833333333333,-177,96,0.627118644067797,-114,84,0.4,0.333333333333333
2271,29.037037037037,-126,830,-15.1698113207547,-768,133,0.555555555555556,0.037037037037037
2272,89.8275862068966,0,1528,-17.546511627907,-1057,75,0.758620689655172,0
2273,145.836734693878,-40,475,-7.89583333333333,-270,92,0.530612244897959,0.285714285714286
2274,24.9090909090909,8,48,-0.285714285714286,-25,31,1,0
2275,-310.567567567568,-1744,48,8.54794520547945,-1236,1043,0.175675675675676,0.756756756756757
2276,129.509433962264,-11,357,-5.48076923076923,-164,73,0.716981132075472,0.0188679245283019
2277,-9.74137931034483,-401,104,3.71304347826087,-127,183,0.25,0.0517241379310345
2278,88.9858156028369,-41,345,0.135714285714286,-213,218,0.0425531914893617,0.00709219858156028
2279,144,-30,453,-4.26666666666667,-187,204,0.622950819672131,0.0327868852459016
2280,-65.5714285714286,-307,48,8.02439024390244,-57,212,0.0476190476190476,0.452380952380952
2281,-252.136363636364,-1844,117,21.3218390804598,-552,1390,0.0795454545454545,0.159090909090909
2282,-101.861111111111,-459,44,6.83098591549296,-155,254,0.111111111111111,0.888888888888889
2283,1.56716417910448,-38,28,0.196969696969697,-26,38,0.0447761194029851,0.0895522388059701
2284,269.228070175439,16,1232,-13.1785714285714,-883,529,1,0
2285,45.9577464788732,0,91,0.271428571428571,-48,48,0,0
2286,125,-105,739,-8.54878048780488,-306,224,0.421686746987952,0.0602409638554217
2287,62.0508474576271,-195,768,-11.1724137931034,-301,94,0.372881355932203,0.491525423728814
2288,-21.1276595744681,-88,10,-0.673913043478261,-53,29,0.0425531914893617,0.276595744680851
2289,400.017543859649,0,4818,-34.75,-2941,2892,0.491228070175439,0
2290,-83.2894736842105,-460,87,3.94690265486726,-64,81,0.403508771929825,0.596491228070175
2291,-259.40625,-11439,175,120.431578947368,-1050,9890,0.4375,0.25
2292,296.495495495496,-51,2342,-20.3545454545455,-661,1012,0.846846846846847,0.0990990990990991
2293,-6.21621621621622,-436,112,5.78082191780822,-71,326,0.351351351351351,0.162162162162162
2294,4.66666666666667,-81,79,-0.156626506024096,-58,80,0.380952380952381,0.0119047619047619
2295,-5.78571428571429,-27,22,0.444444444444444,-30,24,0.178571428571429,0.25
2296,119.031746031746,-28,1041,-14.9677419354839,-336,111,0.507936507936508,0.158730158730159
2297,-324.352272727273,-5963,416,12.5862068965517,-4900,5151,0.170454545454545,0.159090909090909
2298,-89.9565217391304,-2118,51,0.0175438596491228,-1810,1721,0.226086956521739,0.0260869565217391
2299,143.16814159292,-20,621,-5.3125,-181,113,0.814159292035398,0.0176991150442478
2300,79.7922077922078,-17,322,-0.75,-104,183,0.493506493506494,0.038961038961039
2301,275.862068965517,-102,1851,-10.8604651162791,-846,891,0.344827586206897,0.0804597701149425
2302,369.694736842105,-37,6181,-4.21276595744681,-3870,4987,0.652631578947368,0.0842105263157895
2303,127,-44,534,-3.0126582278481,-217,459,0.5875,0.05
2304,26.9745762711864,-12,75,0.162393162393162,-52,52,0.0169491525423729,0.00847457627118644
2305,9.28571428571429,-22,44,2.4,-18,24,0.0952380952380952,0.238095238095238
2306,16.234375,-8,44,0.301587301587302,-24,36,0.109375,0.015625
2307,173.744680851064,10,535,-11.2173913043478,-361,82,1,0
2308,15.92,-44,48,1.04081632653061,-24,31,0.04,0.18
2309,58.566265060241,-265,199,3.46341463414634,-118,204,0,0.156626506024096
2310,117.358024691358,-20,878,-10.5125,-278,78,0.432098765432099,0.0740740740740741
2311,-75.4090909090909,-412,64,6.70769230769231,-44,157,0.272727272727273,0.606060606060606
2312,86.955223880597,-90,511,-6.27272727272727,-191,147,0.298507462686567,0.0447761194029851
2313,-86.8623853211009,-582,88,0.175925925925926,-575,378,0.26605504587156,0.0275229357798165
2314,-4.71875,-42,36,0.2,-56,31,0.177083333333333,0.03125
2315,-27.2207792207792,-109,42,0.25,-58,82,0.116883116883117,0.0909090909090909
2316,28,-9,59,0.421052631578947,-55,24,0.6,0.05
2317,-21.5119047619048,-92,22,0.807228915662651,-53,40,0.107142857142857,0.464285714285714
2318,229.79012345679,-35,600,-7.2375,-127,103,0.604938271604938,0.0617283950617284
2319,32.6363636363636,-10,403,0.115853658536585,-337,321,0.0303030303030303,0.0121212121212121
2320,-106.173469387755,-1651,119,17.2061855670103,-167,667,0.204081632653061,0.163265306122449
2321,309.809523809524,-7,1588,-10.3387096774194,-379,941,0.73015873015873,0.0158730158730159
2322,100.29702970297,0,261,-2.21,-239,114,0.099009900990099,0
2323,721.654205607477,-43,4490,-41.688679245283,-1876,482,0.635514018691589,0.0467289719626168
2324,-376.156862745098,-5554,25,14.1782178217822,-2051,4209,0.00980392156862745,0.274509803921569
2325,-53.6052631578947,-1190,243,16.1066666666667,-116,773,0.486842105263158,0.131578947368421
2326,61.9183673469388,-30,447,-8.625,-184,57,0.285714285714286,0
2327,25.5654761904762,-135,190,0.155688622754491,-157,129,0.113095238095238,0.0416666666666667
2328,-125.212121212121,-2391,69,34.2615384615385,-190,2018,0.303030303030303,0.393939393939394
2329,43.9130434782609,-94,129,-1.39705882352941,-223,82,0.463768115942029,0.0434782608695652
2330,56.3611111111111,22,139,-3.34285714285714,-52,32,1,0
2331,98.3015873015873,16,261,-3.88709677419355,-49,19,1,0
2332,4.9811320754717,-182,212,-1.15384615384615,-152,162,0.30188679245283,0.207547169811321
2333,-408,-2589,38,51.1372549019608,-418,1529,0.153846153846154,0.730769230769231
2334,-1.83950617283951,-127,98,0.225,-97,100,0.0987654320987654,0.0617283950617284
2335,24.4939759036145,-8,72,0.0121951219512195,-35,35,0.168674698795181,0.0120481927710843
2336,96.3818181818182,2,277,-3.40740740740741,-97,50,1,0
2337,7.546875,-251,439,4.3968253968254,-439,690,0.515625,0.015625
2338,-82.12,-609,39,8.48648648648649,-96,204,0.346666666666667,0.653333333333333
2339,11.0272727272727,-42,162,0.174311926605505,-139,162,0,0
2340,13.0595238095238,-115,277,0.289156626506024,-256,237,0.202380952380952,0.119047619047619
2341,117.119402985075,-39,684,-8.06060606060606,-294,126,0.358208955223881,0.0746268656716418
2342,279.558139534884,0,4911,-38.21875,-4453,222,0.682170542635659,0
2343,633.174603174603,1,11396,-45.9032258064516,-9723,6621,1,0
2344,-114.324324324324,-922,52,8.18181818181818,-133,276,0.162162162162162,0.612612612612613
2345,-0.13953488372093,-188,99,0.234375,-158,142,0.217054263565891,0.0387596899224806
2346,32.9642857142857,8,79,-1.48148148148148,-25,48,1,0
2347,129.831460674157,-109,603,-5.89772727272727,-150,85,0.404494382022472,0.235955056179775
2348,108.725490196078,-14,279,0.138157894736842,-272,272,0.0915032679738562,0.0196078431372549
2349,-3.85393258426966,-84,206,-0.0909090909090909,-110,198,0.0561797752808989,0.48314606741573
2350,155.236363636364,6,554,-8.53703703703704,-301,276,1,0
2351,277.522222222222,7,599,-6.52808988764045,-226,238,1,0
2352,104.674157303371,0,745,-7.96590909090909,-324,86,0.179775280898876,0
2353,-30.0545454545455,-461,70,4.37614678899083,-112,411,0.0636363636363636,0.1
2354,195.147826086957,10,788,-6.74561403508772,-438,397,1,0
2355,89.2661870503597,-406,662,-4.57971014492754,-219,204,0.517985611510791,0.20863309352518
2356,14.0357142857143,-17,79,0.163636363636364,-73,48,0.285714285714286,0.0178571428571429
2357,-24.9444444444444,-438,50,8.62264150943396,-39,220,0.240740740740741,0.240740740740741
2358,85.5575221238938,-68,277,0.232142857142857,-251,267,0.00884955752212389,0.0884955752212389
2359,222.408602150538,-3,592,-6.22826086956522,-353,161,0.924731182795699,0.010752688172043
2360,-10.3865546218487,-157,187,0.161016949152542,-131,271,0.184873949579832,0.0840336134453782
2361,-130.954545454545,-451,29,10.1395348837209,-53,110,0,0.863636363636364
2362,89.8842105263158,-68,786,-8.20212765957447,-267,99,0.168421052631579,0.0210526315789474
2363,14.6136363636364,-24,64,0.209302325581395,-38,46,0.454545454545455,0.136363636363636
2364,-376.631578947368,-2334,27,22.8533333333333,-755,1017,0.0394736842105263,0.776315789473684
2365,-49.4842105263158,-360,1234,-12.936170212766,-1234,155,0.157894736842105,0.221052631578947
2366,-56.2692307692308,-820,91,6.37662337662338,-348,616,0.397435897435897,0.512820512820513
2367,307.157303370787,-21,1810,-10.5681818181818,-1028,749,0.550561797752809,0.0224719101123596
2368,-69.0277777777778,-1148,63,31.2857142857143,-59,1050,0.138888888888889,0.138888888888889
2369,-173.596153846154,-814,49,15.7450980392157,-54,584,0.230769230769231,0.769230769230769
2370,-209.739583333333,-4911,64,51.9684210526316,-3136,3836,0,0.3125
2371,24.468085106383,-27,231,-4.43478260869565,-116,29,0.297872340425532,0.0638297872340425
2372,146.016949152542,-56,1532,-25.9827586206897,-901,72,0.542372881355932,0.0169491525423729
2373,76.3454545454545,-31,420,-6.98148148148148,-374,163,0.381818181818182,0.127272727272727
2374,-124.629032258065,-851,66,6.82113821138211,-98,318,0.0403225806451613,0.338709677419355
2375,38.3857142857143,-21,91,0.376811594202899,-85,71,0.571428571428571,0.0714285714285714
2376,50.887323943662,-25,469,-5.81428571428571,-245,36,0.647887323943662,0.112676056338028
2377,83.8241758241758,-6,145,0.288888888888889,-67,135,0.153846153846154,0.010989010989011
2378,-201.166666666667,-1611,64,14.4867256637168,-261,1258,0.0350877192982456,0.736842105263158
2379,32.0985915492958,-49,318,-4.17142857142857,-91,34,0.309859154929577,0.211267605633803
2380,66.593220338983,18,172,0.137931034482759,-123,118,1,0
2381,-17.2133333333333,-236,81,-0.418918918918919,-236,186,0.04,0.133333333333333
2382,222.582278481013,-142,4510,-13.2051282051282,-3475,3674,0.329113924050633,0.126582278481013
2383,404.426966292135,-58,11436,-129.659090909091,-9914,285,0.764044943820225,0.146067415730337
2384,275.438848920863,-103,11548,-83.5434782608696,-6413,556,0.546762589928058,0.0503597122302158
2385,11.6862745098039,-22,46,0.68,-46,52,0.235294117647059,0.0392156862745098
2386,24.2166666666667,-34,92,-0.11864406779661,-43,44,0.0833333333333333,0.05
2387,34.2368421052632,9,55,-0.243243243243243,-25,21,1,0
2388,-51.0208333333333,-725,64,15.9787234042553,-117,564,0.416666666666667,0.395833333333333
2389,-145.092105263158,-1021,136,10.2533333333333,-271,388,0.263157894736842,0.486842105263158
2390,-45.9880952380952,-375,53,0.036144578313253,-375,158,0.0714285714285714,0.130952380952381
2391,32.5283018867925,1,65,0.480769230769231,-46,41,1,0
2392,235.633663366337,24,601,-5.75,-148,99,1,0
2393,-33.8714285714286,-891,409,10.768115942029,-555,1300,0.1,0.285714285714286
2394,12.0412371134021,-98,141,0.802083333333333,-88,76,0.175257731958763,0.0721649484536082
2395,217.353741496599,-50,10370,-70.2534246575343,-8620,145,0.210884353741497,0.0204081632653061
2396,31.5764705882353,-86,350,-3.94047619047619,-115,97,0.258823529411765,0.0470588235294118
2397,-59.078125,-160,49,0.984126984126984,-65,130,0.078125,0.6875
2398,157.637362637363,0,860,-9.12222222222222,-333,89,0.945054945054945,0
2399,-86.1682242990654,-268,165,2.38679245283019,-178,321,0.00934579439252336,0.775700934579439
2400,101.80701754386,-46,733,-10.9464285714286,-317,216,0.456140350877193,0.0526315789473684
2401,-304.585106382979,-5187,50,56.0537634408602,-714,3986,0.276595744680851,0.25531914893617
2402,-306.210526315789,-1478,101,19.88,-696,689,0.157894736842105,0.263157894736842
2403,13.5555555555556,-4,26,-0.0588235294117647,-30,15,0.833333333333333,0.0555555555555556
2404,-20.1679389312977,-162,94,-0.576923076923077,-84,139,0.106870229007634,0.0381679389312977
2405,705.809523809524,-64,11343,-108.817307692308,-5617,5359,0.266666666666667,0
2406,178.716981132075,-12,931,-4.41139240506329,-320,259,0.616352201257862,0.0188679245283019
2407,-3.22950819672131,-64,64,1.5,-38,43,0.0327868852459016,0.213114754098361
2408,23.8484848484848,-29,51,0.96875,-46,53,0.878787878787879,0.0303030303030303
2409,22.4807692307692,-31,51,-0.176470588235294,-65,70,0.615384615384615,0.0192307692307692
2410,175.854545454545,-32,1605,-25.2407407407407,-561,216,0.509090909090909,0.0181818181818182
2411,31.1904761904762,-281,1660,-11.041095890411,-1870,337,0.238095238095238,0.197278911564626
2412,-240.810810810811,-1898,77,22.6986301369863,-445,597,0.0405405405405405,0.567567567567568
2413,-14.3333333333333,-261,38,4.11764705882353,-192,222,0.115942028985507,0.289855072463768
2414,50.5151515151515,-12,108,-0.492307692307692,-45,40,0.818181818181818,0.0151515151515152
2415,143.666666666667,-8,1353,0.218487394957983,-795,1235,0.133333333333333,0.00833333333333333
2416,-13.0919540229885,-181,203,-1.94186046511628,-174,168,0.229885057471264,0.333333333333333
2417,58.3953488372093,-236,591,0.223529411764706,-515,496,0.162790697674419,0.0116279069767442
2418,-104.008771929825,-457,198,3.69026548672566,-173,168,0.298245614035088,0.43859649122807
2419,-252.903846153846,-3075,122,4.63870967741935,-2445,1890,0.108974358974359,0.243589743589744
2420,53.9056603773585,0,350,-6.36538461538462,-134,58,0.283018867924528,0
2421,40.3636363636364,-8,100,0.34375,-85,48,0.787878787878788,0.0303030303030303
2422,28.7142857142857,-4,57,-1.95,-47,18,0.857142857142857,0.0476190476190476
2423,-48.0416666666667,-186,65,0.151260504201681,-96,182,0.166666666666667,0.00833333333333333
2424,88.4181818181818,-172,807,-14.462962962963,-365,76,0.290909090909091,0.181818181818182
2425,136.571428571429,-12,626,-5.75961538461539,-152,71,0.533333333333333,0.0285714285714286
2426,-150.792682926829,-1108,64,13.4691358024691,-99,513,0.292682926829268,0.585365853658537
2427,107.056603773585,-29,584,-10.9230769230769,-266,56,0.905660377358491,0.0188679245283019
2428,-96.9416058394161,-375,69,0.191176470588235,-375,292,0.102189781021898,0.0072992700729927
2429,188.483870967742,-49,1943,-18.1333333333333,-1024,1384,0.903225806451613,0.032258064516129
2430,124.319327731092,-113,706,-5.51694915254237,-223,143,0.65546218487395,0.159663865546218
2431,-1.39344262295082,-76,59,1.38333333333333,-126,106,0.0983606557377049,0.0983606557377049
2432,150.612903225806,-81,2081,-15.0978260869565,-932,666,0.623655913978495,0.0645161290322581
2433,97.7851239669422,-71,1010,-8.03333333333333,-270,129,0.165289256198347,0.0495867768595041
2434,105.447619047619,-4,287,-2.56730769230769,-151,52,0.895238095238095,0.019047619047619
2435,-276.722222222222,-2167,54,41.2264150943396,-169,806,0.185185185185185,0.574074074074074
2436,-80.2741935483871,-636,175,7.40983606557377,-233,198,0.129032258064516,0.290322580645161
2437,129.816,-60,1240,-9.79032258064516,-375,120,0.576,0.216
2438,-141.652777777778,-1721,91,23.7183098591549,-111,1150,0.0138888888888889,0.347222222222222
2439,70.821052631579,-21,546,-5.53191489361702,-168,81,0.189473684210526,0.0105263157894737
2440,-39.2641509433962,-435,102,3.64761904761905,-161,210,0.264150943396226,0.226415094339623
2441,39.2456140350877,-15,84,-0.178571428571429,-58,41,0.526315789473684,0.0350877192982456
2442,13.5897435897436,-100,94,3.15789473684211,-100,100,0.307692307692308,0.0256410256410256
2443,97.4186046511628,6,393,-8.73809523809524,-198,34,1,0
2444,155.24,0,863,-15.6666666666667,-828,418,0.16,0
2445,-75.6527777777778,-383,36,5.57746478873239,-34,215,0.0694444444444444,0.333333333333333
2446,117.022222222222,-34,545,-12.0909090909091,-216,99,0.355555555555556,0.111111111111111
2447,-16.46875,-118,68,0.412698412698413,-55,47,0.09375,0.03125
2448,-87.9342105263158,-394,68,5.44,-51,102,0.381578947368421,0.473684210526316
2449,-6.66666666666667,-530,143,24.1739130434783,-81,339,0.833333333333333,0.166666666666667
2450,42.9230769230769,2,63,-4.58333333333333,-27,15,1,0
2451,206.222222222222,-7,523,-5.07142857142857,-144,105,0.808080808080808,0.0303030303030303
2452,263.835051546392,19,2646,-27.2916666666667,-961,69,1,0
2453,-31,-949,495,0.204301075268817,-665,386,0.297872340425532,0.297872340425532
2454,-165.870967741935,-1382,60,1.78688524590164,-778,1113,0.274193548387097,0.725806451612903
2455,120.060606060606,-20,726,-0.723076923076923,-472,653,0.227272727272727,0.136363636363636
2456,62.3015873015873,-46,696,-10.8870967741935,-498,118,0.238095238095238,0.0476190476190476
2457,-109.370689655172,-1302,90,11.3391304347826,-245,726,0.00862068965517241,0.224137931034483
2458,1132.51908396947,-58,10693,-44.9384615384615,-5775,5775,0.274809160305344,0.0381679389312977
2459,-15.24,-72,45,0.351351351351351,-61,85,0.0266666666666667,0.213333333333333
2460,-73.0246913580247,-1266,50,16.15,-47,657,0.135802469135802,0.481481481481481
2461,-29.78,-662,831,4,-604,906,0.08,0.24
2462,72.655737704918,-6,160,-1.98333333333333,-135,122,0.508196721311475,0.0163934426229508
2463,-373.9625,-5680,57,15.6329113924051,-2879,3525,0.025,0.325
2464,4.66666666666667,-22,25,0.431818181818182,-16,16,0.222222222222222,0.0666666666666667
2465,44.9029126213592,0,82,-0.313725490196078,-57,57,0.0970873786407767,0
2466,86.6268656716418,5,903,-13.030303030303,-731,88,1,0
2467,120.017543859649,7,903,-8.5,-488,409,1,0
2468,28.3333333333333,-55,500,0.631578947368421,-555,500,0.82051282051282,0.0256410256410256
2469,76.2658227848101,0,281,-1.30769230769231,-149,117,0.329113924050633,0
2470,226.529411764706,10,2915,-41.22,-2183,828,1,0
2471,134.840336134454,-55,418,-3.42372881355932,-114,78,0.705882352941177,0.0504201680672269
2472,-591.775,-10278,398,41.5882352941176,-5355,5367,0.158333333333333,0.433333333333333
2473,189.0078125,-367,10293,-38.5826771653543,-5367,5367,0.1484375,0.0546875
2474,94.4905660377358,-48,659,-12,-377,196,0.528301886792453,0.245283018867925
2475,-201.686274509804,-1037,91,3.92079207920792,-759,498,0.137254901960784,0.764705882352941
2476,596.082474226804,-65,10246,-30.0625,-8645,4081,0.536082474226804,0.0721649484536082
2477,41.3275862068966,-42,862,0.228070175438596,-688,840,0.310344827586207,0.379310344827586
2478,-2.44117647058824,-29,48,0.151515151515152,-26,21,0.235294117647059,0.147058823529412
2479,-139.410256410256,-1488,68,19.2857142857143,-108,900,0.179487179487179,0.538461538461538
2480,23.3717948717949,-77,308,-2,-136,171,0.269230769230769,0.0641025641025641
2481,-5.56603773584906,-72,43,0.884615384615385,-41,50,0.264150943396226,0.245283018867925
